,User-ID,Location,Age,profession,ville
157487,157488,"lille, nord, france",45.0,medical,lille
157510,157511,"montpellier, hérault, france",55.0,medical,montpellier
157513,157514,"la chapelle sur erdre, loire atlantique, france",21.0,medical,la chapelle sur erdre
157526,157527,"paris, emilia romagna, france",52.0,medical,paris
157601,157602,"france, midi pyrenées, france",34.0,medical,france
157654,157655,"paris, n/a, france",45.0,medical,paris
157676,157677,"nanterre, ile de france, france",34.0,medical,nanterre
157782,157783,"paris, idf, france",33.0,medical,paris
157786,157787,"clermont-ferrand, auvergne, france",23.0,medical,clermont-ferrand
157798,157799,"amiens, picardie, france",42.0,medical,amiens
157804,157805,"paris, île de france, france",37.0,medical,paris
157850,157851,"montpellier, n/a, france",34.0,medical,montpellier
157990,157991,"lille, northern territory, france",34.0,medical,lille
158001,158002,"lyon, france, france",34.0,medical,lyon
158033,158034,"tencin, rhône-alpes, france",35.0,medical,tencin
158056,158057,"ventabren, bouches du rhone, france",46.0,medical,ventabren
158103,158104,"romans-sur-isère, rhône-alpes, france",34.0,medical,romans-sur-isère
158162,158163,"limoges, limousin, france",23.0,medical,limoges
158171,158172,"paris, n/a, france",34.0,medical,paris
158225,158226,"amiens, picardie, france",26.0,medical,amiens
158253,158254,"grenoble, n/a, france",28.0,medical,grenoble
158257,158258,"lomme, nord, france",34.0,medical,lomme
158294,158295,"paris, na, france",34.0,medical,paris
158343,158344,"brest, bretagne, france",36.0,medical,brest
158373,158374,"paris, ile-de-france, france",43.0,medical,paris
158384,158385,"le mans, pays de la loire, france",32.0,medical,le mans
158432,158433,"tarbes, hautes pyrénées, france",34.0,medical,tarbes
158524,158525,"la rochelle, poitou-charentes, france",34.0,medical,la rochelle
158558,158559,"paris, ile de france, france",34.0,medical,paris
158582,158583,"paris, ile de france, france",40.0,medical,paris
158605,158606,"lambersart, nord, france",72.0,medical,lambersart
158662,158663,"canéjan, aquitaine, france",41.0,medical,canéjan
158773,158774,"paris, n/a, france",34.0,medical,paris
158774,158775,"sainte luce sur loire, loire-atlantique, france",34.0,medical,sainte luce sur loire
158836,158837,"paris, paris, france",26.0,medical,paris
158845,158846,"villeneuve d`ascq, france, france",54.0,medical,villeneuve d`ascq
159006,159007,"dijon, bourgogne, france",49.0,medical,dijon
159032,159033,"paris, n/a, france",46.0,medical,paris
159091,159092,"nantes, n/a, france",34.0,medical,nantes
159229,159230,"paris, paris, france",46.0,medical,paris
159454,159455,"paris, n/a, france",34.0,medical,paris
159505,159506,"paris, n/a, france",28.0,medical,paris
159509,159510,"chambéry, n/a, france",22.0,medical,chambéry
159646,159647,"la rochelle, n/a, france",34.0,medical,la rochelle
159647,159648,"strasbourg, alsace, france",53.0,medical,strasbourg
159690,159691,"nouaillé-maupertuis, poitou-charente, france",34.0,medical,nouaillé-maupertuis
159719,159720,"caen, normandie, france",31.0,medical,caen
159753,159754,"paris, n/a, france",60.0,medical,paris
159816,159817,"paris, , france",34.0,medical,paris
159821,159822,"malakoff, ile de mars, france",37.0,medical,malakoff
159851,159852,"paris, ile de france, france",30.0,medical,paris
159853,159854,"paris, paris, france",2.0,medical,paris
159857,159858,"colombes, n/a, france",37.0,medical,colombes
159859,159860,"flassans sur issole, var, france",43.0,medical,flassans sur issole
159864,159865,"paris, île-de-france, france",51.0,medical,paris
159945,159946,"saint jean de gonville, ain, france",38.0,medical,saint jean de gonville
159976,159977,"paris, , la france",34.0,medical,paris
160013,160014,"caen, normandie, france",34.0,medical,caen
160111,160112,"paris, ile de france, france",45.0,medical,paris
160113,160114,"caen, normandy, france",48.0,medical,caen
160170,160171,"arras, alabama, france",69.0,medical,arras
160230,160231,"st amans, aveyron, france",34.0,medical,st amans
160240,160241,"paris, ile de france, france",18.0,medical,paris
160294,160295,"lyon, n/a, france",38.0,medical,lyon
160297,160298,"paris, ile de france, france",53.0,medical,paris
160333,160334,"strasbourg, alsace, france",34.0,medical,strasbourg
160343,160344,"lyon, france, france",31.0,medical,lyon
160370,160371,"landeda, \n/a\"", france""",34.0,medical,landeda
160384,160385,"gif sur yvette, région parisienne, france",33.0,medical,gif sur yvette
160430,160431,"paris, n/a, france",38.0,medical,paris
160450,160451,"grenoble, rhones alpes, france",59.0,medical,grenoble
160508,160509,"metz, lorraine, france",21.0,medical,metz
160547,160548,"cannes et clairan, gard, france",22.0,medical,cannes et clairan
160557,160558,"paris, region parisienne, france",28.0,medical,paris
160570,160571,"paris, n/a, france",34.0,medical,paris
160628,160629,"lille, nord, france",57.0,medical,lille
160669,160670,"houilles, france, france",42.0,medical,houilles
160680,160681,"thoury, ile de france, france",28.0,medical,thoury
160724,160725,"lyon, n/a, france",51.0,medical,lyon
160734,160735,"paris, region parisienne, france",39.0,medical,paris
160818,160819,"paris, n/a, france",43.0,medical,paris
160840,160841,"vertou, pays de la loire, france",40.0,medical,vertou
160877,160878,"saint-nazaire, loire atlantique, france",34.0,medical,saint-nazaire
160993,160994,"lyon, n/a, france",65.0,medical,lyon
161025,161026,"biscarrosse, landes, france",26.0,medical,biscarrosse
161036,161037,"dijon, côte d`or, bourgogne, france",32.0,medical,dijon
161038,161039,"paris, n/a, france",30.0,medical,paris
161067,161068,"brest, bretagne, france",18.0,medical,brest
161069,161070,"paris, ile-de-france, france",34.0,medical,paris
161113,161114,"paris, n/a, france",39.0,medical,paris
161180,161181,"fontenay aux roses, île-de-france, france",34.0,medical,fontenay aux roses
161233,161234,"gif-sur-yvette, ile-de-france, france",41.0,medical,gif-sur-yvette
161249,161250,"frelinghien, nord/pas de calais, france",34.0,medical,frelinghien
161251,161252,"perpignan, roussillon, france",57.0,medical,perpignan
161325,161326,"vitré, bretagne, france",34.0,medical,vitré
161347,161348,"paris, n/a, france",17.0,medical,paris
161367,161368,"sete, herault, france",34.0,medical,sete
161372,161373,"paris, paris, france",34.0,medical,paris
161384,161385,"paris, ile de france,",34.0,medical,paris
161389,161390,"cesseras, languedoc rousillon, france",29.0,medical,cesseras
161461,161462,"montchauvet, yvelines, france",18.0,medical,montchauvet
161475,161476,"paris, alabama, france",26.0,medical,paris
161509,161510,"paris, paris, france",34.0,medical,paris
161510,161511,"paris, ile de france, france",34.0,medical,paris
161614,161615,"paris, ile-de-france, france",34.0,medical,paris
161634,161635,"clichy, ile de france, france",34.0,medical,clichy
161636,161637,"paris, n/a, france",25.0,medical,paris
161680,161681,"paris/ barcelona, spain, france",34.0,medical,paris/ barcelona
161725,161726,"le vigan, gard (30), france",32.0,medical,le vigan
161743,161744,"paris, n/a, france",34.0,medical,paris
161846,161847,"toulouse, n/a, france",34.0,medical,toulouse
161865,161866,"croissy sur seine, 78290, france",34.0,medical,croissy sur seine
161869,161870,"marseille, n/a, france",34.0,medical,marseille
161871,161872,"rennes, rennes, france",27.0,medical,rennes
161881,161882,"annecy, haute-savoie, france",49.0,medical,annecy
161891,161892,"paris, n/a, france",32.0,medical,paris
161935,161936,"pau, aquitaine, france",53.0,medical,pau
161950,161951,"paris, ile de france, france",25.0,medical,paris
161956,161957,"puteaux, , france",26.0,medical,puteaux
161962,161963,"no, aveyron, france",25.0,medical,no
161992,161993,"paris, paris, france",34.0,medical,paris
162000,162001,"paris, ile de france, france",34.0,medical,paris
162018,162019,"paris, \n/a\"", france""",19.0,medical,paris
162027,162028,"paris, ile de france, france",21.0,medical,paris
162029,162030,"paris, paris, france",34.0,medical,paris
162034,162035,"bordeaux, aquitaine, france",34.0,medical,bordeaux
162051,162052,"bourg en bresse, rhone alpes, la france",51.0,medical,bourg en bresse
162102,162103,"nantes, n/a, france",34.0,medical,nantes
162120,162121,"cametours, n/a, france",31.0,medical,cametours
162136,162137,"marseille, paca, france",25.0,medical,marseille
162310,162311,"le cannet, alpes maritimes, france",22.0,medical,le cannet
162375,162376,"lafrance, south carolina, usa",23.0,medical,lafrance
162379,162380,"la rochelle, n/a, france",28.0,medical,la rochelle
162387,162388,"gajan, languedoc, france",2.0,medical,gajan
162473,162474,"belfort, franche-comté, france",43.0,medical,belfort
162495,162496,"paris, \n/a\"", france""",37.0,medical,paris
162518,162519,"st etienne, n/a, france",29.0,medical,st etienne
162527,162528,"bordeaux, aquitaine, france",21.0,medical,bordeaux
162537,162538,"saint-denis, il de france, france",49.0,medical,saint-denis
162561,162562,"paris, n/a, france",29.0,medical,paris
162563,162564,"toulouse, n/a, france",28.0,medical,toulouse
162581,162582,"lille, nord, france",14.0,medical,lille
162589,162590,"paris, paris, france",34.0,medical,paris
162625,162626,"clamart, ile de france, france",34.0,medical,clamart
162632,162633,"grenoble, n/a, france",32.0,medical,grenoble
162638,162639,"nice, cote d`azur, france",34.0,medical,nice
162663,162664,"nîmes, languedoc-roussillon, france",34.0,medical,nîmes
162670,162671,"neuilly sur seine, nevada, france",19.0,medical,neuilly sur seine
162737,162738,"toulouse, midi-pyrénée, france",35.0,medical,toulouse
162754,162755,"paris, n/a, france",35.0,medical,paris
162759,162760,"paris, paris, france",34.0,medical,paris
162761,162762,"paris, paris, france",25.0,medical,paris
162779,162780,"besançon, franche-comté, france",31.0,medical,besançon
162796,162797,"grenoble, isere, france",34.0,medical,grenoble
162797,162798,"vitrolles, provence, france",31.0,medical,vitrolles
162826,162827,"montreuil-sous-bois, idf, france",34.0,medical,montreuil-sous-bois
162839,162840,"parthenay, deux-sèvres, france",52.0,medical,parthenay
162845,162846,"strasbourg, yukon territory, france",30.0,medical,strasbourg
162860,162861,"montélimar, provence, france",34.0,medical,montélimar
162885,162886,"versailles, yvelines, france",29.0,medical,versailles
162967,162968,"paris, paris, france",22.0,medical,paris
162976,162977,"marseille, bouches-du-rhône, france",36.0,medical,marseille
163133,163134,"lyon, rhône-alpes, france",34.0,medical,lyon
163168,163169,"paris, paris, france",27.0,medical,paris
163193,163194,"paris, idf, france",57.0,medical,paris
163266,163267,"grasse, alpes-maritimes, france",16.0,medical,grasse
163325,163326,"paris, n/a, france",28.0,medical,paris
163328,163329,"lisieux, normandy, france",34.0,medical,lisieux
163429,163430,"biot, france, france",34.0,medical,biot
163432,163433,"longeville les metz, lorraine, france",34.0,medical,longeville les metz
163466,163467,"paris, ile de france, france",28.0,medical,paris
163487,163488,"lyon, monts du lyonnais, france",24.0,medical,lyon
163509,163510,"strasbourg, alsace, france",41.0,medical,strasbourg
163511,163512,"nancy, lorraine, france",34.0,medical,nancy
163533,163534,"bucquoy, pas de calais, france",37.0,medical,bucquoy
163541,163542,"paris, illinois, france",34.0,medical,paris
163569,163570,"paris, paris, france",50.0,medical,paris
163578,163579,"rumilly, rhône-alpes, france",58.0,medical,rumilly
163598,163599,"levallois-perret, ile de france, france",50.0,medical,levallois-perret
163608,163609,"avignon, provence, france",21.0,medical,avignon
163611,163612,"francestown, new hampshire, usa",34.0,medical,francestown
163612,163613,"paris, n/a, france",66.0,medical,paris
163675,163676,"lyon, lyon, france",59.0,medical,lyon
163688,163689,"besançon, franche-comté, france",34.0,medical,besançon
163692,163693,"paris, paris, france",37.0,medical,paris
163803,163804,"montpellier, languedoc roussillon, france",43.0,medical,montpellier
163850,163851,"montreuil sous bois, n/a, france",26.0,medical,montreuil sous bois
163875,163876,"toulon, paca, france",34.0,medical,toulon
163929,163930,"paris, france, france",34.0,medical,paris
163998,163999,"villelongue, puy de dôme, france",34.0,medical,villelongue
164026,164027,"compiegne, n/a, france",34.0,medical,compiegne
164095,164096,"marseille, bouches-du-rhone, france",29.0,medical,marseille
164104,164105,"paris, n/a, france",28.0,medical,paris
164139,164140,"lyon, rhône-alpes, france",25.0,medical,lyon
164178,164179,"paris, ile de france, france",34.0,medical,paris
164207,164208,"avignon, vaucluse, france",61.0,medical,avignon
164275,164276,"paris, paris, france",34.0,medical,paris
164314,164315,"paris, idf, france",31.0,medical,paris
164322,164323,"paris, n/a, france",31.0,medical,paris
164400,164401,"montauban, midi-pyrénées, france",43.0,medical,montauban
164424,164425,"paris, paris, france",34.0,medical,paris
164517,164518,"fontenay-aux-roses, paris, france",34.0,medical,fontenay-aux-roses
164548,164549,"isle, limousin, france",34.0,medical,isle
164556,164557,"biarritz, pyrenees atlantiques, france",34.0,medical,biarritz
164580,164581,"paris, paris, france",30.0,medical,paris
164583,164584,"paris, paris, france",52.0,medical,paris
164618,164619,"le havre, normandie, france",20.0,medical,le havre
164674,164675,"bordeaux, gironde, france",55.0,medical,bordeaux
164727,164728,"colomiers, haute-garonne, france",34.0,medical,colomiers
164774,164775,"paris, nebraska, france",34.0,medical,paris
164796,164797,"nice, provence alpes côte d`azur, france",41.0,medical,nice
164848,164849,"paris, ile de france, france",34.0,medical,paris
164857,164858,"grenoble, isere, france",52.0,medical,grenoble
164925,164926,"paris, paris, france",25.0,medical,paris
164955,164956,"paris, ile-de-france, france",44.0,medical,paris
164979,164980,"monteux, n/a, france",46.0,medical,monteux
164985,164986,"nice, paca, france",34.0,medical,nice
165016,165017,"cahors, lot, france",34.0,medical,cahors
